Program,Year,County,Commodity,Value
SURVEY,2004,MOORE,OATS,350
SURVEY,2004,MOORE,SOYBEANS,"5,000"
SURVEY,2004,MOORE,TOBACCO,"1,445"
SURVEY,2004,MOORE,WHEAT,"1,500"
SURVEY,2004,MOORE,WHEAT,"1,500"
SURVEY,2004,OTHER (COMBINED) COUNTIES,BARLEY,690
SURVEY,2004,OTHER (COMBINED) COUNTIES,CORN,"2,900"
SURVEY,2004,OTHER (COMBINED) COUNTIES,CORN,450
SURVEY,2004,OTHER (COMBINED) COUNTIES,COTTON,150
SURVEY,2004,OTHER (COMBINED) COUNTIES,OATS,130
SURVEY,2004,OTHER (COMBINED) COUNTIES,SORGHUM,390
SURVEY,2004,OTHER (COMBINED) COUNTIES,SWEET POTATOES,250
SURVEY,2004,RICHMOND,CORN,"1,700"
SURVEY,2004,RICHMOND,CORN,"1,650"
SURVEY,2004,RICHMOND,COTTON,"1,650"
SURVEY,2004,RICHMOND,HAY,"5,000"
SURVEY,2004,RICHMOND,SOYBEANS,"2,900"
SURVEY,2004,RICHMOND,TOBACCO,505
SURVEY,2004,RICHMOND,WHEAT,600
SURVEY,2004,RICHMOND,WHEAT,600
SURVEY,2004,STANLY,BARLEY,600
SURVEY,2004,STANLY,CORN,"12,000"
SURVEY,2004,STANLY,CORN,"9,600"
SURVEY,2004,STANLY,COTTON,"8,400"
SURVEY,2004,STANLY,HAY,"15,000"
SURVEY,2004,STANLY,OATS,"1,180"
SURVEY,2004,STANLY,SOYBEANS,"18,800"
SURVEY,2004,STANLY,WHEAT,"7,200"
SURVEY,2004,STANLY,WHEAT,"7,200"
SURVEY,2004,UNION,CORN,"25,200"
SURVEY,2004,UNION,CORN,"24,600"
SURVEY,2004,UNION,COTTON,"6,400"
SURVEY,2004,UNION,HAY,"13,000"
SURVEY,2004,UNION,OATS,680
SURVEY,2004,UNION,SORGHUM,270
SURVEY,2004,UNION,SOYBEANS,"51,000"
SURVEY,2004,UNION,WHEAT,"31,750"
SURVEY,2004,UNION,WHEAT,"31,750"
SURVEY,2004,BUNCOMBE,HAY,"15,000"
SURVEY,2004,BUNCOMBE,TOBACCO,700
SURVEY,2004,BURKE,CORN,900
SURVEY,2004,BURKE,CORN,450
SURVEY,2004,BURKE,HAY,"7,000"
SURVEY,2004,BURKE,SOYBEANS,930
SURVEY,2004,CHEROKEE,CORN,700
SURVEY,2004,CHEROKEE,CORN,500
SURVEY,2004,CHEROKEE,HAY,"4,100"
SURVEY,2004,CHEROKEE,TOBACCO,45
SURVEY,2004,CLAY,HAY,"2,700"
SURVEY,2004,CLAY,SOYBEANS,200
SURVEY,2004,CLAY,TOBACCO,50
SURVEY,2004,GRAHAM,HAY,"1,100"
SURVEY,2004,GRAHAM,TOBACCO,60
SURVEY,2004,HAYWOOD,HAY,"11,000"
SURVEY,2004,HAYWOOD,TOBACCO,400
SURVEY,2004,HAYWOOD,WHEAT,200
SURVEY,2004,HAYWOOD,WHEAT,200
SURVEY,2004,HENDERSON,CORN,"4,100"
SURVEY,2004,HENDERSON,CORN,"1,000"
SURVEY,2004,HENDERSON,HAY,"6,900"
SURVEY,2004,JACKSON,HAY,"1,200"
SURVEY,2004,JACKSON,TOBACCO,25
SURVEY,2004,MACON,HAY,"4,900"
SURVEY,2004,MACON,TOBACCO,25
SURVEY,2004,MADISON,HAY,"6,000"
SURVEY,2004,MADISON,TOBACCO,"1,400"
SURVEY,2004,MCDOWELL,HAY,"3,300"
SURVEY,2004,MITCHELL,HAY,"3,800"
SURVEY,2004,MITCHELL,TOBACCO,270
SURVEY,2004,OTHER (COMBINED) COUNTIES,BARLEY,200
SURVEY,2004,OTHER (COMBINED) COUNTIES,CORN,"6,100"
SURVEY,2004,OTHER (COMBINED) COUNTIES,CORN,"1,200"
SURVEY,2004,OTHER (COMBINED) COUNTIES,OATS,200
SURVEY,2004,OTHER (COMBINED) COUNTIES,SOYBEANS,940
SURVEY,2004,OTHER (COMBINED) COUNTIES,TOBACCO,45
SURVEY,2004,OTHER (COMBINED) COUNTIES,WHEAT,150
SURVEY,2004,OTHER (COMBINED) COUNTIES,WHEAT,150
SURVEY,2004,POLK,HAY,"3,700"
SURVEY,2004,POLK,WHEAT,200
SURVEY,2004,POLK,WHEAT,200
SURVEY,2004,RUTHERFORD,COTTON,300
SURVEY,2004,RUTHERFORD,HAY,"16,300"
SURVEY,2004,RUTHERFORD,SOYBEANS,930
SURVEY,2004,RUTHERFORD,WHEAT,250
SURVEY,2004,RUTHERFORD,WHEAT,250
SURVEY,2004,SWAIN,HAY,800
SURVEY,2004,TRANSYLVANIA,CORN,"1,100"
SURVEY,2004,TRANSYLVANIA,CORN,850
SURVEY,2004,TRANSYLVANIA,HAY,"3,600"
SURVEY,2004,YANCEY,HAY,"3,600"
SURVEY,2004,YANCEY,TOBACCO,580
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"232,000"
SURVEY,2003,WAYNE,CHICKENS,"168,000"
SURVEY,2003,ALEXANDER,CHICKENS,"1,700,000"
SURVEY,2003,CHATHAM,CHICKENS,"570,000"
SURVEY,2003,DAVIE,CHICKENS,"210,000"
SURVEY,2003,IREDELL,CHICKENS,"1,550,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"170,000"
SURVEY,2003,RANDOLPH,CHICKENS,"1,400,000"
SURVEY,2003,NASH,CHICKENS,"1,620,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"180,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"70,000"
SURVEY,2003,SURRY,CHICKENS,"500,000"
SURVEY,2003,WILKES,CHICKENS,"1,080,000"
SURVEY,2003,YADKIN,CHICKENS,"1,350,000"
SURVEY,2003,ALAMANCE,CHICKENS,"460,000"
SURVEY,2003,FRANKLIN,CHICKENS,"285,000"
SURVEY,2003,GUILFORD,CHICKENS,"230,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"675,000"
SURVEY,2003,DUPLIN,CHICKENS,"650,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"250,000"
SURVEY,2003,SAMPSON,CHICKENS,"500,000"
SURVEY,2003,ANSON,CHICKENS,"220,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"520,000"
SURVEY,2003,STANLY,CHICKENS,"420,000"
SURVEY,2003,UNION,CHICKENS,"1,440,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CHICKENS,"1,000,000"
SURVEY,2003,BEAUFORT,CATTLE,700
SURVEY,2003,CRAVEN,CATTLE,900
SURVEY,2003,GREENE,CATTLE,"1,200"
SURVEY,2003,JOHNSTON,CATTLE,"6,700"
SURVEY,2003,JONES,CATTLE,900
SURVEY,2003,LENOIR,CATTLE,"2,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,300
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,400
SURVEY,2003,PITT,CATTLE,"2,300"
SURVEY,2003,WAYNE,CATTLE,"4,700"
SURVEY,2003,WILSON,CATTLE,"1,300"
SURVEY,2003,ALEXANDER,CATTLE,"7,700"
SURVEY,2003,ALEXANDER,CATTLE,"2,800"
SURVEY,2003,CATAWBA,CATTLE,"7,200"
SURVEY,2003,CATAWBA,CATTLE,900
SURVEY,2003,CHATHAM,CATTLE,"16,800"
SURVEY,2003,CHATHAM,CATTLE,"1,700"
SURVEY,2003,DAVIDSON,CATTLE,"8,000"
SURVEY,2003,DAVIDSON,CATTLE,"1,900"
SURVEY,2003,DAVIE,CATTLE,"8,000"
SURVEY,2003,DAVIE,CATTLE,"1,100"
SURVEY,2003,IREDELL,CATTLE,"14,600"
SURVEY,2003,IREDELL,CATTLE,"11,300"
SURVEY,2003,LEE,CATTLE,"2,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,200
SURVEY,2003,RANDOLPH,CATTLE,"18,000"
SURVEY,2003,RANDOLPH,CATTLE,"4,400"
SURVEY,2003,ROWAN,CATTLE,"9,500"
SURVEY,2003,ROWAN,CATTLE,"2,600"
SURVEY,2003,WAKE,CATTLE,"3,200"
SURVEY,2003,BERTIE,CATTLE,600
SURVEY,2003,CHOWAN,CATTLE,500
SURVEY,2003,EDGECOMBE,CATTLE,"1,600"
SURVEY,2003,GATES,CATTLE,500
SURVEY,2003,HALIFAX,CATTLE,"3,000"
SURVEY,2003,MARTIN,CATTLE,"1,000"
SURVEY,2003,NASH,CATTLE,"4,500"
SURVEY,2003,NORTHAMPTON,CATTLE,"1,200"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,700
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,800
SURVEY,2003,PASQUOTANK,CATTLE,300
SURVEY,2003,PERQUIMANS,CATTLE,500
SURVEY,2003,WASHINGTON,CATTLE,600
SURVEY,2003,ALLEGHANY,CATTLE,"7,000"
SURVEY,2003,ALLEGHANY,CATTLE,"3,700"
SURVEY,2003,ASHE,CATTLE,"7,100"
SURVEY,2003,AVERY,CATTLE,700
SURVEY,2003,CALDWELL,CATTLE,"2,600"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,"1,300"
SURVEY,2003,SURRY,CATTLE,"11,500"
SURVEY,2003,SURRY,CATTLE,"1,000"
SURVEY,2003,WATAUGA,CATTLE,"3,500"
SURVEY,2003,WILKES,CATTLE,"16,600"
SURVEY,2003,WILKES,CATTLE,"1,500"
SURVEY,2003,YADKIN,CATTLE,"9,000"
SURVEY,2003,YADKIN,CATTLE,"2,100"
SURVEY,2003,ALAMANCE,CATTLE,"7,700"
SURVEY,2003,ALAMANCE,CATTLE,"1,800"
SURVEY,2003,CASWELL,CATTLE,"4,500"
SURVEY,2003,DURHAM,CATTLE,"1,100"
SURVEY,2003,FORSYTH,CATTLE,"2,900"
SURVEY,2003,FRANKLIN,CATTLE,"5,000"
SURVEY,2003,GRANVILLE,CATTLE,"5,200"
SURVEY,2003,GRANVILLE,CATTLE,800
SURVEY,2003,GUILFORD,CATTLE,"6,700"
SURVEY,2003,GUILFORD,CATTLE,"2,000"
SURVEY,2003,ORANGE,CATTLE,"5,300"
SURVEY,2003,ORANGE,CATTLE,"2,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,"1,100"
SURVEY,2003,PERSON,CATTLE,"4,100"
SURVEY,2003,ROCKINGHAM,CATTLE,"5,000"
SURVEY,2003,ROCKINGHAM,CATTLE,700
SURVEY,2003,STOKES,CATTLE,"5,000"
SURVEY,2003,VANCE,CATTLE,"1,200"
SURVEY,2003,WARREN,CATTLE,"4,300"
SURVEY,2003,WARREN,CATTLE,800
SURVEY,2003,BLADEN,CATTLE,"3,600"
SURVEY,2003,BRUNSWICK,CATTLE,"1,300"
SURVEY,2003,COLUMBUS,CATTLE,"6,000"
SURVEY,2003,CUMBERLAND,CATTLE,"2,500"
SURVEY,2003,DUPLIN,CATTLE,"11,000"
SURVEY,2003,HARNETT,CATTLE,"4,500"
SURVEY,2003,ONSLOW,CATTLE,"1,300"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,800
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,"1,400"
SURVEY,2003,PENDER,CATTLE,"1,400"
SURVEY,2003,ROBESON,CATTLE,"4,500"
SURVEY,2003,SAMPSON,CATTLE,"12,100"
SURVEY,2003,SCOTLAND,CATTLE,"1,000"
SURVEY,2003,ANSON,CATTLE,"5,100"
SURVEY,2003,CABARRUS,CATTLE,"7,400"
SURVEY,2003,CABARRUS,CATTLE,600
SURVEY,2003,CLEVELAND,CATTLE,"11,500"
SURVEY,2003,CLEVELAND,CATTLE,700
SURVEY,2003,GASTON,CATTLE,"3,200"
SURVEY,2003,GASTON,CATTLE,"1,500"
SURVEY,2003,LINCOLN,CATTLE,"4,900"
SURVEY,2003,LINCOLN,CATTLE,"1,900"
SURVEY,2003,MECKLENBURG,CATTLE,"2,500"
SURVEY,2003,MONTGOMERY,CATTLE,"4,000"
SURVEY,2003,MOORE,CATTLE,"5,400"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,900
SURVEY,2003,RICHMOND,CATTLE,"1,300"
SURVEY,2003,STANLY,CATTLE,"8,700"
SURVEY,2003,STANLY,CATTLE,900
SURVEY,2003,UNION,CATTLE,"13,000"
SURVEY,2003,BUNCOMBE,CATTLE,"7,500"
SURVEY,2003,BUNCOMBE,CATTLE,"2,200"
SURVEY,2003,BURKE,CATTLE,"2,300"
SURVEY,2003,CHEROKEE,CATTLE,"2,300"
SURVEY,2003,CLAY,CATTLE,"1,800"
SURVEY,2003,GRAHAM,CATTLE,600
SURVEY,2003,HAYWOOD,CATTLE,"8,000"
SURVEY,2003,HAYWOOD,CATTLE,"2,000"
SURVEY,2003,HENDERSON,CATTLE,"2,200"
SURVEY,2003,HENDERSON,CATTLE,"2,400"
SURVEY,2003,JACKSON,CATTLE,800
SURVEY,2003,MACON,CATTLE,"2,700"
SURVEY,2003,MADISON,CATTLE,"5,600"
SURVEY,2003,MCDOWELL,CATTLE,"1,400"
SURVEY,2003,MITCHELL,CATTLE,"1,300"
SURVEY,2003,OTHER (COMBINED) COUNTIES,CATTLE,"1,600"
SURVEY,2003,POLK,CATTLE,"1,300"
SURVEY,2003,RUTHERFORD,CATTLE,"6,200"
SURVEY,2003,SWAIN,CATTLE,300
SURVEY,2003,TRANSYLVANIA,CATTLE,"1,300"
SURVEY,2003,YANCEY,CATTLE,"2,400"
SURVEY,2003,BEAUFORT,CORN,"44,700"
SURVEY,2003,BEAUFORT,CORN,"44,700"
SURVEY,2003,BEAUFORT,COTTON,"21,800"
SURVEY,2003,BEAUFORT,HAY,"1,500"
SURVEY,2003,BEAUFORT,OATS,900
SURVEY,2003,BEAUFORT,PEANUTS,275
SURVEY,2003,BEAUFORT,POTATOES,"1,230"
SURVEY,2003,BEAUFORT,SORGHUM,900
SURVEY,2003,BEAUFORT,SOYBEANS,"64,700"
SURVEY,2003,BEAUFORT,TOBACCO,"2,835"
SURVEY,2003,BEAUFORT,WHEAT,"28,000"
SURVEY,2003,BEAUFORT,WHEAT,"28,000"
SURVEY,2003,CARTERET,CORN,"21,500"
SURVEY,2003,CARTERET,CORN,"21,500"
SURVEY,2003,CARTERET,HAY,200
SURVEY,2003,CARTERET,POTATOES,"1,030"
SURVEY,2003,CARTERET,SORGHUM,400
SURVEY,2003,CARTERET,SOYBEANS,"23,200"
SURVEY,2003,CARTERET,TOBACCO,410
SURVEY,2003,CARTERET,WHEAT,"2,200"
SURVEY,2003,CARTERET,WHEAT,"2,200"
SURVEY,2003,CRAVEN,CORN,"13,000"
SURVEY,2003,CRAVEN,CORN,"13,000"
SURVEY,2003,CRAVEN,COTTON,"16,100"
SURVEY,2003,CRAVEN,HAY,"1,300"
SURVEY,2003,CRAVEN,PEANUTS,155
SURVEY,2003,CRAVEN,SOYBEANS,"18,600"
SURVEY,2003,CRAVEN,TOBACCO,"2,940"
SURVEY,2003,CRAVEN,WHEAT,"3,000"
SURVEY,2003,CRAVEN,WHEAT,"3,000"
SURVEY,2003,GREENE,CORN,"10,100"
SURVEY,2003,GREENE,CORN,"10,100"
SURVEY,2003,GREENE,COTTON,"20,600"
SURVEY,2003,GREENE,HAY,"2,900"
SURVEY,2003,GREENE,OATS,490
SURVEY,2003,GREENE,SORGHUM,250
SURVEY,2003,GREENE,SOYBEANS,"25,400"
SURVEY,2003,GREENE,SWEET POTATOES,"1,850"
SURVEY,2003,GREENE,TOBACCO,"4,535"
SURVEY,2003,GREENE,WHEAT,"5,000"
SURVEY,2003,GREENE,WHEAT,"5,000"
SURVEY,2003,HYDE,CORN,"21,200"
SURVEY,2003,HYDE,CORN,"20,900"
SURVEY,2003,HYDE,COTTON,"14,000"
SURVEY,2003,HYDE,HAY,300
SURVEY,2003,HYDE,SORGHUM,630
SURVEY,2003,HYDE,SOYBEANS,"29,500"
SURVEY,2003,HYDE,WHEAT,"7,500"
SURVEY,2003,HYDE,WHEAT,"7,500"
SURVEY,2003,JOHNSTON,CORN,"7,200"
SURVEY,2003,JOHNSTON,CORN,"7,000"
SURVEY,2003,JOHNSTON,COTTON,"15,000"
SURVEY,2003,JOHNSTON,HAY,"10,500"
SURVEY,2003,JOHNSTON,OATS,"1,200"
SURVEY,2003,JOHNSTON,SORGHUM,250
SURVEY,2003,JOHNSTON,SOYBEANS,"58,000"
SURVEY,2003,JOHNSTON,SWEET POTATOES,"6,800"
SURVEY,2003,JOHNSTON,TOBACCO,"7,870"
SURVEY,2003,JOHNSTON,WHEAT,"8,300"
SURVEY,2003,JOHNSTON,WHEAT,"8,300"
SURVEY,2003,JONES,CORN,"7,300"
SURVEY,2003,JONES,CORN,"7,300"
SURVEY,2003,JONES,COTTON,"26,600"
SURVEY,2003,JONES,HAY,"1,600"
SURVEY,2003,JONES,PEANUTS,335
SURVEY,2003,JONES,SORGHUM,200
SURVEY,2003,JONES,SOYBEANS,"8,500"
SURVEY,2003,JONES,TOBACCO,"1,915"
SURVEY,2003,JONES,WHEAT,"4,000"
SURVEY,2003,JONES,WHEAT,"4,000"
SURVEY,2003,LENOIR,CORN,"18,000"
SURVEY,2003,LENOIR,CORN,"17,800"
SURVEY,2003,LENOIR,COTTON,"37,000"
SURVEY,2003,LENOIR,HAY,"3,000"
SURVEY,2003,LENOIR,SORGHUM,250
SURVEY,2003,LENOIR,SOYBEANS,"25,700"
SURVEY,2003,LENOIR,SWEET POTATOES,"1,020"
SURVEY,2003,LENOIR,TOBACCO,"5,445"
SURVEY,2003,LENOIR,WHEAT,"11,000"
SURVEY,2003,LENOIR,WHEAT,"11,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,OATS,320
SURVEY,2003,OTHER (COMBINED) COUNTIES,PEANUTS,180
SURVEY,2003,OTHER (COMBINED) COUNTIES,POTATOES,120
SURVEY,2003,OTHER (COMBINED) COUNTIES,SORGHUM,220
SURVEY,2003,OTHER (COMBINED) COUNTIES,SWEET POTATOES,30
SURVEY,2003,PAMLICO,CORN,"9,800"
SURVEY,2003,PAMLICO,CORN,"9,800"
SURVEY,2003,PAMLICO,COTTON,"4,300"
SURVEY,2003,PAMLICO,HAY,300
SURVEY,2003,PAMLICO,POTATOES,"1,500"
SURVEY,2003,PAMLICO,SOYBEANS,"20,100"
SURVEY,2003,PAMLICO,TOBACCO,295
SURVEY,2003,PAMLICO,WHEAT,"6,500"
SURVEY,2003,PAMLICO,WHEAT,"6,500"
SURVEY,2003,PITT,CORN,"15,300"
SURVEY,2003,PITT,CORN,"15,300"
SURVEY,2003,PITT,COTTON,"34,500"
SURVEY,2003,PITT,HAY,"3,700"
SURVEY,2003,PITT,OATS,680
SURVEY,2003,PITT,PEANUTS,"4,855"
SURVEY,2003,PITT,SORGHUM,250
SURVEY,2003,PITT,SOYBEANS,"48,300"
SURVEY,2003,PITT,SWEET POTATOES,460
SURVEY,2003,PITT,TOBACCO,"9,455"
SURVEY,2003,PITT,WHEAT,"15,500"
SURVEY,2003,PITT,WHEAT,"15,500"
SURVEY,2003,WAYNE,CORN,"25,300"
SURVEY,2003,WAYNE,CORN,"25,000"
SURVEY,2003,WAYNE,COTTON,"27,000"
SURVEY,2003,WAYNE,HAY,"8,100"
SURVEY,2003,WAYNE,OATS,880
SURVEY,2003,WAYNE,SOYBEANS,"60,300"
SURVEY,2003,WAYNE,SWEET POTATOES,"1,170"
SURVEY,2003,WAYNE,TOBACCO,"5,230"
SURVEY,2003,WAYNE,WHEAT,"23,500"
SURVEY,2003,WAYNE,WHEAT,"23,500"
SURVEY,2003,WILSON,CORN,"5,600"
SURVEY,2003,WILSON,CORN,"5,600"
SURVEY,2003,WILSON,COTTON,"26,100"
SURVEY,2003,WILSON,HAY,"1,600"
SURVEY,2003,WILSON,OATS,230
SURVEY,2003,WILSON,SOYBEANS,"36,700"
SURVEY,2003,WILSON,SWEET POTATOES,"3,520"
SURVEY,2003,WILSON,TOBACCO,"5,910"
SURVEY,2003,WILSON,WHEAT,"4,500"
SURVEY,2003,WILSON,WHEAT,"4,500"
SURVEY,2003,ALEXANDER,BARLEY,450
SURVEY,2003,ALEXANDER,CORN,"2,600"
SURVEY,2003,ALEXANDER,CORN,"1,200"
SURVEY,2003,ALEXANDER,HAY,"12,500"
SURVEY,2003,ALEXANDER,SOYBEANS,"1,200"
SURVEY,2003,ALEXANDER,TOBACCO,"488,000"
SURVEY,2003,ALEXANDER,WHEAT,800
SURVEY,2003,ALEXANDER,WHEAT,800
SURVEY,2003,CATAWBA,BARLEY,650
SURVEY,2003,CATAWBA,CORN,"2,300"
SURVEY,2003,CATAWBA,CORN,"1,750"
SURVEY,2003,CATAWBA,HAY,"14,300"
SURVEY,2003,CATAWBA,OATS,240
SURVEY,2003,CATAWBA,SOYBEANS,"6,000"
SURVEY,2003,CATAWBA,WHEAT,"2,800"
SURVEY,2003,CATAWBA,WHEAT,"2,800"
SURVEY,2003,CHATHAM,CORN,"2,200"
SURVEY,2003,CHATHAM,CORN,"1,050"
SURVEY,2003,CHATHAM,COTTON,200
SURVEY,2003,CHATHAM,HAY,"19,300"
SURVEY,2003,CHATHAM,SOYBEANS,"1,200"
SURVEY,2003,CHATHAM,TOBACCO,"929,000"
SURVEY,2003,CHATHAM,WHEAT,800
SURVEY,2003,CHATHAM,WHEAT,800
SURVEY,2003,DAVIDSON,BARLEY,950
SURVEY,2003,DAVIDSON,CORN,"5,100"
SURVEY,2003,DAVIDSON,CORN,"3,300"
SURVEY,2003,DAVIDSON,COTTON,450
SURVEY,2003,DAVIDSON,HAY,"22,400"
SURVEY,2003,DAVIDSON,OATS,380
SURVEY,2003,DAVIDSON,SOYBEANS,"6,500"
SURVEY,2003,DAVIDSON,TOBACCO,"1,392,000"
SURVEY,2003,DAVIDSON,WHEAT,"2,000"
SURVEY,2003,DAVIDSON,WHEAT,"2,000"
SURVEY,2003,DAVIE,BARLEY,350
SURVEY,2003,DAVIE,CORN,"3,700"
SURVEY,2003,DAVIE,CORN,"3,000"
SURVEY,2003,DAVIE,HAY,"16,700"
SURVEY,2003,DAVIE,SOYBEANS,"5,800"
SURVEY,2003,DAVIE,TOBACCO,"322,000"
SURVEY,2003,DAVIE,WHEAT,"3,000"
SURVEY,2003,DAVIE,WHEAT,"3,000"
SURVEY,2003,IREDELL,BARLEY,800
SURVEY,2003,IREDELL,CORN,"13,000"
SURVEY,2003,IREDELL,CORN,"4,000"
SURVEY,2003,IREDELL,COTTON,600
SURVEY,2003,IREDELL,HAY,"32,300"
SURVEY,2003,IREDELL,SOYBEANS,"8,700"
SURVEY,2003,IREDELL,TOBACCO,"516,000"
SURVEY,2003,IREDELL,WHEAT,"2,500"
SURVEY,2003,IREDELL,WHEAT,"2,500"
SURVEY,2003,LEE,CORN,800
SURVEY,2003,LEE,CORN,800
SURVEY,2003,LEE,COTTON,"1,100"
SURVEY,2003,LEE,HAY,"2,400"
SURVEY,2003,LEE,OATS,420
SURVEY,2003,LEE,SOYBEANS,"5,800"
SURVEY,2003,LEE,TOBACCO,"1,325"
SURVEY,2003,LEE,WHEAT,"1,000"
SURVEY,2003,LEE,WHEAT,"1,000"
SURVEY,2003,OTHER (COMBINED) COUNTIES,BARLEY,200
SURVEY,2003,OTHER (COMBINED) COUNTIES,COTTON,200
SURVEY,2003,OTHER (COMBINED) COUNTIES,OATS,180
SURVEY,2003,OTHER (COMBINED) COUNTIES,SORGHUM,500
SURVEY,2003,OTHER (COMBINED) COUNTIES,SWEET POTATOES,50
SURVEY,2003,RANDOLPH,BARLEY,300
SURVEY,2003,RANDOLPH,CORN,"6,800"
SURVEY,2003,RANDOLPH,CORN,"3,800"
SURVEY,2003,RANDOLPH,HAY,"24,800"
SURVEY,2003,RANDOLPH,OATS,310
SURVEY,2003,RANDOLPH,SOYBEANS,"8,400"
SURVEY,2003,RANDOLPH,TOBACCO,"1,243,000"
SURVEY,2003,RANDOLPH,WHEAT,"3,000"
SURVEY,2003,RANDOLPH,WHEAT,"3,000"
SURVEY,2003,ROWAN,BARLEY,"1,800"
SURVEY,2003,ROWAN,CORN,"7,400"
SURVEY,2003,ROWAN,CORN,"5,550"
SURVEY,2003,ROWAN,COTTON,750
SURVEY,2003,ROWAN,HAY,"23,500"
SURVEY,2003,ROWAN,OATS,370
SURVEY,2003,ROWAN,SOYBEANS,"12,400"
SURVEY,2003,ROWAN,WHEAT,"5,600"
SURVEY,2003,ROWAN,WHEAT,"5,600"
SURVEY,2003,WAKE,CORN,"1,100"
SURVEY,2003,WAKE,CORN,950
SURVEY,2003,WAKE,HAY,"5,800"
SURVEY,2003,WAKE,OATS,900
SURVEY,2003,WAKE,SOYBEANS,"14,000"
SURVEY,2003,WAKE,SWEET POTATOES,"1,100"
SURVEY,2003,WAKE,TOBACCO,"5,915"
SURVEY,2003,WAKE,WHEAT,"2,500"
SURVEY,2003,WAKE,WHEAT,"2,500"
SURVEY,2003,BERTIE,CORN,"15,900"
SURVEY,2003,BERTIE,CORN,"15,900"
SURVEY,2003,BERTIE,COTTON,"35,700"
SURVEY,2003,BERTIE,HAY,300
SURVEY,2003,BERTIE,PEANUTS,"12,820"
SURVEY,2003,BERTIE,SORGHUM,370
SURVEY,2003,BERTIE,SOYBEANS,"21,000"
SURVEY,2003,BERTIE,TOBACCO,"2,000"
SURVEY,2003,BERTIE,WHEAT,"1,600"
SURVEY,2003,BERTIE,WHEAT,"1,600"
SURVEY,2003,CAMDEN,CORN,"18,500"
SURVEY,2003,CAMDEN,CORN,"18,500"
SURVEY,2003,CAMDEN,COTTON,900
SURVEY,2003,CAMDEN,POTATOES,"3,400"
SURVEY,2003,CAMDEN,SOYBEANS,"27,200"
SURVEY,2003,CAMDEN,WHEAT,"3,500"
SURVEY,2003,CAMDEN,WHEAT,"3,500"
SURVEY,2003,CHOWAN,CORN,"3,500"
SURVEY,2003,CHOWAN,CORN,"3,500"
SURVEY,2003,CHOWAN,COTTON,"14,300"
SURVEY,2003,CHOWAN,HAY,600
SURVEY,2003,CHOWAN,PEANUTS,"6,515"
SURVEY,2003,CHOWAN,SORGHUM,"1,250"
SURVEY,2003,CHOWAN,SOYBEANS,"8,400"
SURVEY,2003,CHOWAN,SWEET POTATOES,400
SURVEY,2003,CHOWAN,TOBACCO,165
SURVEY,2003,CHOWAN,WHEAT,"1,000"
SURVEY,2003,CHOWAN,WHEAT,"1,000"
SURVEY,2003,CURRITUCK,CORN,"10,100"
SURVEY,2003,CURRITUCK,CORN,"10,100"
SURVEY,2003,CURRITUCK,HAY,300
SURVEY,2003,CURRITUCK,POTATOES,810
SURVEY,2003,CURRITUCK,SORGHUM,290
SURVEY,2003,CURRITUCK,SOYBEANS,"17,000"
SURVEY,2003,CURRITUCK,WHEAT,"5,000"
SURVEY,2003,CURRITUCK,WHEAT,"5,000"
SURVEY,2003,DARE,WHEAT,300
SURVEY,2003,DARE,WHEAT,300
SURVEY,2003,EDGECOMBE,CORN,"10,000"
SURVEY,2003,EDGECOMBE,CORN,"10,000"
SURVEY,2003,EDGECOMBE,COTTON,"46,000"
SURVEY,2003,EDGECOMBE,HAY,"3,800"
SURVEY,2003,EDGECOMBE,OATS,330
SURVEY,2003,EDGECOMBE,PEANUTS,"11,680"
SURVEY,2003,EDGECOMBE,SOYBEANS,"29,300"
SURVEY,2003,EDGECOMBE,SWEET POTATOES,"3,900"
SURVEY,2003,EDGECOMBE,TOBACCO,"4,070"
SURVEY,2003,EDGECOMBE,WHEAT,"3,500"
SURVEY,2003,EDGECOMBE,WHEAT,"3,500"
SURVEY,2003,GATES,CORN,"6,000"
SURVEY,2003,GATES,CORN,"6,000"
SURVEY,2003,GATES,COTTON,"13,500"
