Program,Year,County,Commodity,Value(acres)
CENSUS,2007,WARREN,AG LAND,528
CENSUS,2007,WARREN,AG LAND,"2,192"
CENSUS,2007,WARREN,AG LAND,"14,712"
CENSUS,2007,WARREN,AG LAND,566
CENSUS,2007,WARREN,AG LAND, (D)
CENSUS,2007,WARREN,AG LAND, (D)
CENSUS,2007,BLADEN,AG LAND,"1,600"
CENSUS,2007,BLADEN,AG LAND,"16,301"
CENSUS,2007,BLADEN,AG LAND,"37,786"
CENSUS,2007,BLADEN,AG LAND,"5,809"
CENSUS,2007,BLADEN,AG LAND, (D)
CENSUS,2007,BLADEN,AG LAND,"1,356"
CENSUS,2007,BLADEN,AG LAND, (D)
CENSUS,2007,BRUNSWICK,AG LAND,830
CENSUS,2007,BRUNSWICK,AG LAND,"4,150"
CENSUS,2007,BRUNSWICK,AG LAND,"19,649"
CENSUS,2007,BRUNSWICK,AG LAND,394
CENSUS,2007,BRUNSWICK,AG LAND,241
CENSUS,2007,BRUNSWICK,AG LAND,589
CENSUS,2007,COLUMBUS,AG LAND,"3,266"
CENSUS,2007,COLUMBUS,AG LAND,"17,195"
CENSUS,2007,COLUMBUS,AG LAND,"73,128"
CENSUS,2007,COLUMBUS,AG LAND,"7,393"
CENSUS,2007,COLUMBUS,AG LAND,566
CENSUS,2007,COLUMBUS,AG LAND,"2,400"
CENSUS,2007,COLUMBUS,AG LAND,300
CENSUS,2007,CUMBERLAND,AG LAND,"2,849"
CENSUS,2007,CUMBERLAND,AG LAND,"6,236"
CENSUS,2007,CUMBERLAND,AG LAND,"25,801"
CENSUS,2007,CUMBERLAND,AG LAND,"4,989"
CENSUS,2007,CUMBERLAND,AG LAND,100
CENSUS,2007,CUMBERLAND,AG LAND, (D)
CENSUS,2007,CUMBERLAND,AG LAND, (D)
CENSUS,2007,DUPLIN,AG LAND,"7,840"
CENSUS,2007,DUPLIN,AG LAND,"25,027"
CENSUS,2007,DUPLIN,AG LAND,"106,700"
CENSUS,2007,DUPLIN,AG LAND,"11,303"
CENSUS,2007,DUPLIN,AG LAND, (D)
CENSUS,2007,DUPLIN,AG LAND,"5,908"
CENSUS,2007,DUPLIN,AG LAND, (D)
CENSUS,2007,HARNETT,AG LAND,460
CENSUS,2007,HARNETT,AG LAND,"7,349"
CENSUS,2007,HARNETT,AG LAND,"54,895"
CENSUS,2007,HARNETT,AG LAND,"2,388"
CENSUS,2007,HARNETT,AG LAND, (D)
CENSUS,2007,HARNETT,AG LAND, (D)
CENSUS,2007,HARNETT,AG LAND, (D)
CENSUS,2007,HOKE,AG LAND, (D)
CENSUS,2007,HOKE,AG LAND,"10,210"
CENSUS,2007,HOKE,AG LAND,"15,263"
CENSUS,2007,HOKE,AG LAND,"4,390"
CENSUS,2007,HOKE,AG LAND,138
CENSUS,2007,HOKE,AG LAND, (D)
CENSUS,2007,NEW HANOVER,AG LAND,39
CENSUS,2007,NEW HANOVER,AG LAND, (D)
CENSUS,2007,NEW HANOVER,AG LAND,946
CENSUS,2007,NEW HANOVER,AG LAND, (D)
CENSUS,2007,NEW HANOVER,AG LAND,39
CENSUS,2007,ONSLOW,AG LAND,"2,086"
CENSUS,2007,ONSLOW,AG LAND,"3,725"
CENSUS,2007,ONSLOW,AG LAND,"26,810"
CENSUS,2007,ONSLOW,AG LAND,"3,543"
CENSUS,2007,ONSLOW,AG LAND, (D)
CENSUS,2007,ONSLOW,AG LAND, (D)
CENSUS,2007,PENDER,AG LAND,337
CENSUS,2007,PENDER,AG LAND,"8,556"
CENSUS,2007,PENDER,AG LAND,"20,781"
CENSUS,2007,PENDER,AG LAND,"2,574"
CENSUS,2007,PENDER,AG LAND,53
CENSUS,2007,PENDER,AG LAND,284
CENSUS,2007,ROBESON,AG LAND,"4,660"
CENSUS,2007,ROBESON,AG LAND,"37,041"
CENSUS,2007,ROBESON,AG LAND,"130,151"
CENSUS,2007,ROBESON,AG LAND,"29,486"
CENSUS,2007,ROBESON,AG LAND,535
CENSUS,2007,ROBESON,AG LAND,515
CENSUS,2007,ROBESON,AG LAND,"3,610"
CENSUS,2007,SAMPSON,AG LAND,"1,083"
CENSUS,2007,SAMPSON,AG LAND,"41,295"
CENSUS,2007,SAMPSON,AG LAND,"125,968"
CENSUS,2007,SAMPSON,AG LAND,"19,824"
CENSUS,2007,SAMPSON,AG LAND,722
CENSUS,2007,SAMPSON,AG LAND,332
CENSUS,2007,SAMPSON,AG LAND,29
CENSUS,2007,SCOTLAND,AG LAND,108
CENSUS,2007,SCOTLAND,AG LAND,"4,064"
CENSUS,2007,SCOTLAND,AG LAND,"23,541"
CENSUS,2007,SCOTLAND,AG LAND,170
CENSUS,2007,SCOTLAND,AG LAND, (D)
CENSUS,2007,SCOTLAND,AG LAND, (D)
CENSUS,2007,ANSON,AG LAND,633
CENSUS,2007,ANSON,AG LAND,"3,781"
CENSUS,2007,ANSON,AG LAND,"16,069"
CENSUS,2007,ANSON,AG LAND,215
CENSUS,2007,ANSON,AG LAND,378
CENSUS,2007,ANSON,AG LAND, (D)
CENSUS,2007,ANSON,AG LAND, (D)
CENSUS,2007,CABARRUS,AG LAND,"1,774"
CENSUS,2007,CABARRUS,AG LAND,"8,302"
CENSUS,2007,CABARRUS,AG LAND,"17,894"
CENSUS,2007,CABARRUS,AG LAND,"1,716"
CENSUS,2007,CABARRUS,AG LAND,933
CENSUS,2007,CABARRUS,AG LAND, (D)
CENSUS,2007,CABARRUS,AG LAND, (D)
CENSUS,2007,CLEVELAND,AG LAND,822
CENSUS,2007,CLEVELAND,AG LAND,"7,260"
CENSUS,2007,CLEVELAND,AG LAND,"23,190"
CENSUS,2007,CLEVELAND,AG LAND,"4,915"
CENSUS,2007,CLEVELAND,AG LAND,521
CENSUS,2007,CLEVELAND,AG LAND,265
CENSUS,2007,CLEVELAND,AG LAND,36
CENSUS,2007,GASTON,AG LAND,441
CENSUS,2007,GASTON,AG LAND,"3,618"
CENSUS,2007,GASTON,AG LAND,"6,863"
CENSUS,2007,GASTON,AG LAND,737
CENSUS,2007,GASTON,AG LAND,337
CENSUS,2007,GASTON,AG LAND, (D)
CENSUS,2007,GASTON,AG LAND, (D)
CENSUS,2007,LINCOLN,AG LAND,522
CENSUS,2007,LINCOLN,AG LAND,"4,595"
CENSUS,2007,LINCOLN,AG LAND,"18,246"
CENSUS,2007,LINCOLN,AG LAND,"2,704"
CENSUS,2007,LINCOLN,AG LAND,296
CENSUS,2007,LINCOLN,AG LAND, (D)
CENSUS,2007,LINCOLN,AG LAND, (D)
CENSUS,2007,MECKLENBURG,AG LAND,201
CENSUS,2007,MECKLENBURG,AG LAND,"1,623"
CENSUS,2007,MECKLENBURG,AG LAND,"3,576"
CENSUS,2007,MECKLENBURG,AG LAND,"1,178"
CENSUS,2007,MECKLENBURG,AG LAND, (D)
CENSUS,2007,MECKLENBURG,AG LAND, (D)
CENSUS,2007,MECKLENBURG,AG LAND, (D)
CENSUS,2007,MONTGOMERY,AG LAND,148
CENSUS,2007,MONTGOMERY,AG LAND,"1,818"
CENSUS,2007,MONTGOMERY,AG LAND,"3,540"
CENSUS,2007,MONTGOMERY,AG LAND,"1,063"
CENSUS,2007,MONTGOMERY,AG LAND, (D)
CENSUS,2007,MONTGOMERY,AG LAND, (D)
CENSUS,2007,MOORE,AG LAND,"1,076"
CENSUS,2007,MOORE,AG LAND,"4,504"
CENSUS,2007,MOORE,AG LAND,"10,666"
CENSUS,2007,MOORE,AG LAND,231
CENSUS,2007,MOORE,AG LAND,481
CENSUS,2007,MOORE,AG LAND,574
CENSUS,2007,MOORE,AG LAND,21
CENSUS,2007,RICHMOND,AG LAND,384
CENSUS,2007,RICHMOND,AG LAND,"6,776"
CENSUS,2007,RICHMOND,AG LAND, (D)
CENSUS,2007,RICHMOND,AG LAND, (D)
CENSUS,2007,RICHMOND,AG LAND, (D)
CENSUS,2007,RICHMOND,AG LAND, (D)
CENSUS,2007,STANLY,AG LAND,695
CENSUS,2007,STANLY,AG LAND,"13,315"
CENSUS,2007,STANLY,AG LAND,"35,524"
CENSUS,2007,STANLY,AG LAND,792
CENSUS,2007,STANLY,AG LAND,325
CENSUS,2007,STANLY,AG LAND, (D)
CENSUS,2007,STANLY,AG LAND, (D)
CENSUS,2007,UNION,AG LAND,"1,615"
CENSUS,2007,UNION,AG LAND,"7,426"
CENSUS,2007,UNION,AG LAND,"94,161"
CENSUS,2007,UNION,AG LAND,"8,011"
CENSUS,2007,UNION,AG LAND,820
CENSUS,2007,UNION,AG LAND, (D)
CENSUS,2007,UNION,AG LAND, (D)
CENSUS,2007,BUNCOMBE,AG LAND,"1,430"
CENSUS,2007,BUNCOMBE,AG LAND,"5,407"
CENSUS,2007,BUNCOMBE,AG LAND,"8,172"
CENSUS,2007,BUNCOMBE,AG LAND,"1,189"
CENSUS,2007,BUNCOMBE,AG LAND,971
CENSUS,2007,BUNCOMBE,AG LAND,459
CENSUS,2007,BURKE,AG LAND,304
CENSUS,2007,BURKE,AG LAND,"1,879"
CENSUS,2007,BURKE,AG LAND,"7,071"
CENSUS,2007,BURKE,AG LAND,"1,435"
CENSUS,2007,BURKE,AG LAND, (D)
CENSUS,2007,BURKE,AG LAND, (D)
CENSUS,2007,BURKE,AG LAND, (D)
CENSUS,2007,CHEROKEE,AG LAND,375
CENSUS,2007,CHEROKEE,AG LAND,"1,214"
CENSUS,2007,CHEROKEE,AG LAND,"3,329"
CENSUS,2007,CHEROKEE,AG LAND,120
CENSUS,2007,CHEROKEE,AG LAND,265
CENSUS,2007,CHEROKEE,AG LAND,110
CENSUS,2007,CLAY,AG LAND,161
CENSUS,2007,CLAY,AG LAND, (D)
CENSUS,2007,CLAY,AG LAND,"1,644"
CENSUS,2007,CLAY,AG LAND, (D)
CENSUS,2007,CLAY,AG LAND,161
CENSUS,2007,GRAHAM,AG LAND,135
CENSUS,2007,GRAHAM,AG LAND, (D)
CENSUS,2007,GRAHAM,AG LAND,519
CENSUS,2007,GRAHAM,AG LAND, (D)
CENSUS,2007,GRAHAM,AG LAND, (D)
CENSUS,2007,GRAHAM,AG LAND, (D)
CENSUS,2007,HAYWOOD,AG LAND,704
CENSUS,2007,HAYWOOD,AG LAND,"2,669"
CENSUS,2007,HAYWOOD,AG LAND,"6,789"
CENSUS,2007,HAYWOOD,AG LAND,344
CENSUS,2007,HAYWOOD,AG LAND,422
CENSUS,2007,HAYWOOD,AG LAND,282
CENSUS,2007,HENDERSON,AG LAND,"1,963"
CENSUS,2007,HENDERSON,AG LAND,"5,261"
CENSUS,2007,HENDERSON,AG LAND,"10,025"
CENSUS,2007,HENDERSON,AG LAND,"1,260"
CENSUS,2007,HENDERSON,AG LAND, (D)
CENSUS,2007,HENDERSON,AG LAND, (D)
CENSUS,2007,JACKSON,AG LAND,254
CENSUS,2007,JACKSON,AG LAND,"1,596"
CENSUS,2007,JACKSON,AG LAND,"1,795"
CENSUS,2007,JACKSON,AG LAND,"1,049"
CENSUS,2007,JACKSON,AG LAND,203
CENSUS,2007,JACKSON,AG LAND,51
CENSUS,2007,MACON,AG LAND,188
CENSUS,2007,MACON,AG LAND,"1,514"
CENSUS,2007,MACON,AG LAND,"2,599"
CENSUS,2007,MACON,AG LAND,237
CENSUS,2007,MACON,AG LAND, (D)
CENSUS,2007,MACON,AG LAND, (D)
CENSUS,2007,MADISON,AG LAND,692
CENSUS,2007,MADISON,AG LAND,"3,098"
CENSUS,2007,MADISON,AG LAND,"5,444"
CENSUS,2007,MADISON,AG LAND,414
CENSUS,2007,MADISON,AG LAND,490
CENSUS,2007,MADISON,AG LAND,179
CENSUS,2007,MADISON,AG LAND,23
CENSUS,2007,MCDOWELL,AG LAND,107
CENSUS,2007,MCDOWELL,AG LAND,"1,624"
CENSUS,2007,MCDOWELL,AG LAND,"2,526"
CENSUS,2007,MCDOWELL,AG LAND,403
CENSUS,2007,MCDOWELL,AG LAND, (D)
CENSUS,2007,MCDOWELL,AG LAND, (D)
CENSUS,2007,MITCHELL,AG LAND,199
CENSUS,2007,MITCHELL,AG LAND,"1,474"
CENSUS,2007,MITCHELL,AG LAND,"2,068"
CENSUS,2007,MITCHELL,AG LAND,70
CENSUS,2007,MITCHELL,AG LAND,102
CENSUS,2007,MITCHELL,AG LAND,97
CENSUS,2007,POLK,AG LAND,571
CENSUS,2007,POLK,AG LAND,"2,640"
CENSUS,2007,POLK,AG LAND, (D)
CENSUS,2007,POLK,AG LAND, (D)
CENSUS,2007,POLK,AG LAND,496
CENSUS,2007,POLK,AG LAND,75
CENSUS,2007,RUTHERFORD,AG LAND,489
CENSUS,2007,RUTHERFORD,AG LAND,"4,630"
CENSUS,2007,RUTHERFORD,AG LAND,"7,837"
CENSUS,2007,RUTHERFORD,AG LAND,713
CENSUS,2007,RUTHERFORD,AG LAND, (D)
CENSUS,2007,RUTHERFORD,AG LAND, (D)
CENSUS,2007,SWAIN,AG LAND,13
CENSUS,2007,SWAIN,AG LAND,349
CENSUS,2007,SWAIN,AG LAND,363
CENSUS,2007,SWAIN,AG LAND,3
CENSUS,2007,SWAIN,AG LAND, (D)
CENSUS,2007,SWAIN,AG LAND, (D)
CENSUS,2007,TRANSYLVANIA,AG LAND,466
CENSUS,2007,TRANSYLVANIA,AG LAND,"1,029"
CENSUS,2007,TRANSYLVANIA,AG LAND,"3,047"
CENSUS,2007,TRANSYLVANIA,AG LAND,"1,206"
CENSUS,2007,TRANSYLVANIA,AG LAND, (D)
CENSUS,2007,TRANSYLVANIA,AG LAND,396
CENSUS,2007,TRANSYLVANIA,AG LAND, (D)
CENSUS,2007,YANCEY,AG LAND,117
CENSUS,2007,YANCEY,AG LAND,"1,261"
CENSUS,2007,YANCEY,AG LAND,"3,363"
CENSUS,2007,YANCEY,AG LAND,251
CENSUS,2007,YANCEY,AG LAND,97
CENSUS,2007,YANCEY,AG LAND, (D)
CENSUS,2007,YANCEY,AG LAND, (D)
CENSUS,2002,BEAUFORT,AG LAND,327
CENSUS,2002,BEAUFORT,AG LAND,"28,929"
CENSUS,2002,BEAUFORT,AG LAND,"101,926"
CENSUS,2002,BEAUFORT,AG LAND,"19,048"
CENSUS,2002,BEAUFORT,AG LAND, (D)
CENSUS,2002,BEAUFORT,AG LAND, (D)
CENSUS,2002,CARTERET,AG LAND,264
CENSUS,2002,CARTERET,AG LAND, (D)
CENSUS,2002,CARTERET,AG LAND, (D)
CENSUS,2002,CARTERET,AG LAND, (D)
CENSUS,2002,CARTERET,AG LAND, (D)
CENSUS,2002,CARTERET,AG LAND, (D)
CENSUS,2002,CRAVEN,AG LAND,489
CENSUS,2002,CRAVEN,AG LAND,"8,005"
CENSUS,2002,CRAVEN,AG LAND,"39,236"
CENSUS,2002,CRAVEN,AG LAND,"7,547"
CENSUS,2002,CRAVEN,AG LAND,414
CENSUS,2002,CRAVEN,AG LAND,75
CENSUS,2002,GREENE,AG LAND,"1,257"
CENSUS,2002,GREENE,AG LAND,"13,638"
CENSUS,2002,GREENE,AG LAND,"36,933"
CENSUS,2002,GREENE,AG LAND,"19,267"
CENSUS,2002,GREENE,AG LAND,259
CENSUS,2002,GREENE,AG LAND, (D)
CENSUS,2002,GREENE,AG LAND, (D)
CENSUS,2002,HYDE,AG LAND, (D)
CENSUS,2002,HYDE,AG LAND,"11,006"
CENSUS,2002,HYDE,AG LAND,"56,498"
CENSUS,2002,HYDE,AG LAND,"20,695"
CENSUS,2002,HYDE,AG LAND, (D)
CENSUS,2002,JOHNSTON,AG LAND,"1,683"
CENSUS,2002,JOHNSTON,AG LAND,"21,501"
CENSUS,2002,JOHNSTON,AG LAND,"77,763"
CENSUS,2002,JOHNSTON,AG LAND,"10,877"
CENSUS,2002,JOHNSTON,AG LAND,"1,105"
CENSUS,2002,JOHNSTON,AG LAND, (D)
CENSUS,2002,JOHNSTON,AG LAND, (D)
CENSUS,2002,JONES,AG LAND, (D)
CENSUS,2002,JONES,AG LAND,"4,184"
CENSUS,2002,JONES,AG LAND,"40,298"
CENSUS,2002,JONES,AG LAND,"5,117"
CENSUS,2002,JONES,AG LAND, (D)
CENSUS,2002,JONES,AG LAND, (D)
CENSUS,2002,LENOIR,AG LAND,748
CENSUS,2002,LENOIR,AG LAND,"11,843"
CENSUS,2002,LENOIR,AG LAND,"62,688"
CENSUS,2002,LENOIR,AG LAND,"11,940"
CENSUS,2002,LENOIR,AG LAND,748
CENSUS,2002,PAMLICO,AG LAND, (D)
CENSUS,2002,PAMLICO,AG LAND, (D)
CENSUS,2002,PAMLICO,AG LAND,"41,411"
CENSUS,2002,PAMLICO,AG LAND, (D)
CENSUS,2002,PAMLICO,AG LAND, (D)
CENSUS,2002,PITT,AG LAND,"5,430"
CENSUS,2002,PITT,AG LAND,"11,165"
CENSUS,2002,PITT,AG LAND,"83,605"
CENSUS,2002,PITT,AG LAND,"29,476"
CENSUS,2002,PITT,AG LAND, (D)
CENSUS,2002,PITT,AG LAND,"4,042"
CENSUS,2002,PITT,AG LAND, (D)
CENSUS,2002,WAYNE,AG LAND,"1,014"
CENSUS,2002,WAYNE,AG LAND,"14,647"
CENSUS,2002,WAYNE,AG LAND,"84,611"
CENSUS,2002,WAYNE,AG LAND,"19,026"
CENSUS,2002,WAYNE,AG LAND,285
CENSUS,2002,WAYNE,AG LAND,465
CENSUS,2002,WAYNE,AG LAND,264
CENSUS,2002,WILSON,AG LAND,91
CENSUS,2002,WILSON,AG LAND,"3,884"
CENSUS,2002,WILSON,AG LAND,"63,060"
CENSUS,2002,WILSON,AG LAND,"13,688"
CENSUS,2002,WILSON,AG LAND, (D)
CENSUS,2002,WILSON,AG LAND, (D)
CENSUS,2002,ALEXANDER,AG LAND,"1,570"
CENSUS,2002,ALEXANDER,AG LAND,"5,082"
CENSUS,2002,ALEXANDER,AG LAND,"11,942"
CENSUS,2002,ALEXANDER,AG LAND,412
CENSUS,2002,ALEXANDER,AG LAND,826
CENSUS,2002,ALEXANDER,AG LAND, (D)
CENSUS,2002,ALEXANDER,AG LAND, (D)
CENSUS,2002,CATAWBA,AG LAND,885
CENSUS,2002,CATAWBA,AG LAND,"5,451"
CENSUS,2002,CATAWBA,AG LAND,"19,734"
CENSUS,2002,CATAWBA,AG LAND,"1,764"
CENSUS,2002,CATAWBA,AG LAND,479
CENSUS,2002,CATAWBA,AG LAND,406
CENSUS,2002,CHATHAM,AG LAND,"1,944"
CENSUS,2002,CHATHAM,AG LAND,"8,484"
CENSUS,2002,CHATHAM,AG LAND,"14,819"
CENSUS,2002,CHATHAM,AG LAND,"1,287"
CENSUS,2002,CHATHAM,AG LAND,"1,299"
CENSUS,2002,CHATHAM,AG LAND,567
CENSUS,2002,CHATHAM,AG LAND,78
CENSUS,2002,DAVIDSON,AG LAND,652
CENSUS,2002,DAVIDSON,AG LAND,"12,105"
CENSUS,2002,DAVIDSON,AG LAND,"24,213"
CENSUS,2002,DAVIDSON,AG LAND,"1,993"
CENSUS,2002,DAVIDSON,AG LAND, (D)
CENSUS,2002,DAVIDSON,AG LAND, (D)
CENSUS,2002,DAVIE,AG LAND,809
CENSUS,2002,DAVIE,AG LAND,"6,602"
CENSUS,2002,DAVIE,AG LAND,"18,050"
CENSUS,2002,DAVIE,AG LAND,"3,080"
CENSUS,2002,DAVIE,AG LAND,672
CENSUS,2002,DAVIE,AG LAND,137
CENSUS,2002,IREDELL,AG LAND,"2,253"
CENSUS,2002,IREDELL,AG LAND,"11,696"
CENSUS,2002,IREDELL,AG LAND,"41,024"
CENSUS,2002,IREDELL,AG LAND,"3,126"
CENSUS,2002,IREDELL,AG LAND,"1,031"
CENSUS,2002,IREDELL,AG LAND,"1,163"
CENSUS,2002,IREDELL,AG LAND,59
CENSUS,2002,LEE,AG LAND,123
CENSUS,2002,LEE,AG LAND,"3,285"
CENSUS,2002,LEE,AG LAND,"8,336"
CENSUS,2002,LEE,AG LAND,"2,648"
CENSUS,2002,LEE,AG LAND,87
CENSUS,2002,LEE,AG LAND,36
CENSUS,2002,RANDOLPH,AG LAND,"2,393"
CENSUS,2002,RANDOLPH,AG LAND,"14,103"
CENSUS,2002,RANDOLPH,AG LAND,"29,416"
CENSUS,2002,RANDOLPH,AG LAND,630
CENSUS,2002,RANDOLPH,AG LAND,"1,127"
CENSUS,2002,RANDOLPH,AG LAND,"1,266"
CENSUS,2002,ROWAN,AG LAND,"2,870"
CENSUS,2002,ROWAN,AG LAND,"11,480"
CENSUS,2002,ROWAN,AG LAND,"35,824"
CENSUS,2002,ROWAN,AG LAND,"1,697"
CENSUS,2002,ROWAN,AG LAND,"1,510"
CENSUS,2002,ROWAN,AG LAND,"1,360"
CENSUS,2002,WAKE,AG LAND,332
CENSUS,2002,WAKE,AG LAND,"4,687"
CENSUS,2002,WAKE,AG LAND,"18,940"
CENSUS,2002,WAKE,AG LAND,"3,678"
CENSUS,2002,WAKE,AG LAND,273
CENSUS,2002,WAKE,AG LAND,59
CENSUS,2002,BERTIE,AG LAND,"5,470"
CENSUS,2002,BERTIE,AG LAND,"3,700"
CENSUS,2002,BERTIE,AG LAND,"63,558"
CENSUS,2002,BERTIE,AG LAND,"18,690"
CENSUS,2002,BERTIE,AG LAND, (D)
CENSUS,2002,BERTIE,AG LAND, (D)
CENSUS,2002,BERTIE,AG LAND,102
CENSUS,2002,CAMDEN,AG LAND, (D)
CENSUS,2002,CAMDEN,AG LAND,424
CENSUS,2002,CAMDEN,AG LAND,"43,521"
CENSUS,2002,CAMDEN,AG LAND,"11,021"
CENSUS,2002,CAMDEN,AG LAND, (D)
CENSUS,2002,CAMDEN,AG LAND, (D)
CENSUS,2002,CHOWAN,AG LAND, (D)
CENSUS,2002,CHOWAN,AG LAND,"6,462"
CENSUS,2002,CHOWAN,AG LAND,"34,161"
CENSUS,2002,CHOWAN,AG LAND,"3,672"
CENSUS,2002,CHOWAN,AG LAND, (D)
CENSUS,2002,CURRITUCK,AG LAND,102
CENSUS,2002,CURRITUCK,AG LAND,"1,327"
CENSUS,2002,CURRITUCK,AG LAND,"18,436"
CENSUS,2002,CURRITUCK,AG LAND,"9,013"
CENSUS,2002,CURRITUCK,AG LAND,102
CENSUS,2002,DARE,AG LAND, (D)
CENSUS,2002,DARE,AG LAND,6
CENSUS,2002,DARE,AG LAND, (D)
CENSUS,2002,DARE,AG LAND, (D)
CENSUS,2002,DARE,AG LAND, (D)
CENSUS,2002,EDGECOMBE,AG LAND,"1,279"
CENSUS,2002,EDGECOMBE,AG LAND,"8,248"
CENSUS,2002,EDGECOMBE,AG LAND,"77,872"
CENSUS,2002,EDGECOMBE,AG LAND,"10,163"
CENSUS,2002,EDGECOMBE,AG LAND,5
CENSUS,2002,EDGECOMBE,AG LAND,"1,274"
CENSUS,2002,GATES,AG LAND,"1,403"
CENSUS,2002,GATES,AG LAND,"46,854"
CENSUS,2002,GATES,AG LAND,977
CENSUS,2002,HALIFAX,AG LAND,"1,966"
CENSUS,2002,HALIFAX,AG LAND,"5,642"
CENSUS,2002,HALIFAX,AG LAND,"86,601"
CENSUS,2002,HALIFAX,AG LAND,"11,686"
CENSUS,2002,HALIFAX,AG LAND, (D)
CENSUS,2002,HALIFAX,AG LAND, (D)
CENSUS,2002,HALIFAX,AG LAND, (D)
CENSUS,2002,HERTFORD,AG LAND,"3,037"
CENSUS,2002,HERTFORD,AG LAND,"40,647"
CENSUS,2002,HERTFORD,AG LAND,"8,184"
CENSUS,2002,MARTIN,AG LAND,429
CENSUS,2002,MARTIN,AG LAND,"3,288"
CENSUS,2002,MARTIN,AG LAND,"50,899"
CENSUS,2002,MARTIN,AG LAND,"12,474"
CENSUS,2002,MARTIN,AG LAND, (D)
CENSUS,2002,MARTIN,AG LAND, (D)
CENSUS,2002,NASH,AG LAND,937
CENSUS,2002,NASH,AG LAND,"4,815"
CENSUS,2002,NASH,AG LAND,"69,073"
CENSUS,2002,NASH,AG LAND,"12,143"
CENSUS,2002,NASH,AG LAND,300
CENSUS,2002,NASH,AG LAND,637
CENSUS,2002,NORTHAMPTON,AG LAND,"1,745"
CENSUS,2002,NORTHAMPTON,AG LAND,"5,163"
CENSUS,2002,NORTHAMPTON,AG LAND,"74,937"
CENSUS,2002,NORTHAMPTON,AG LAND,"6,407"
CENSUS,2002,NORTHAMPTON,AG LAND, (D)
CENSUS,2002,NORTHAMPTON,AG LAND, (D)
CENSUS,2002,PASQUOTANK,AG LAND, (D)
CENSUS,2002,PASQUOTANK,AG LAND,"5,768"
CENSUS,2002,PASQUOTANK,AG LAND,"73,564"
CENSUS,2002,PASQUOTANK,AG LAND,"14,000"
CENSUS,2002,PASQUOTANK,AG LAND, (D)
CENSUS,2002,PASQUOTANK,AG LAND, (D)
CENSUS,2002,PERQUIMANS,AG LAND, (D)
CENSUS,2002,PERQUIMANS,AG LAND,"6,612"
CENSUS,2002,PERQUIMANS,AG LAND,"65,366"
CENSUS,2002,PERQUIMANS,AG LAND,"13,656"
CENSUS,2002,PERQUIMANS,AG LAND, (D)
CENSUS,2002,PERQUIMANS,AG LAND, (D)
CENSUS,2002,TYRRELL,AG LAND, (D)
CENSUS,2002,TYRRELL,AG LAND,912
CENSUS,2002,TYRRELL,AG LAND,"51,363"
CENSUS,2002,TYRRELL,AG LAND,"16,131"
CENSUS,2002,TYRRELL,AG LAND, (D)
CENSUS,2002,TYRRELL,AG LAND, (D)
CENSUS,2002,WASHINGTON,AG LAND, (D)
CENSUS,2002,WASHINGTON,AG LAND,"4,402"
CENSUS,2002,WASHINGTON,AG LAND,"85,639"
CENSUS,2002,WASHINGTON,AG LAND,"8,265"
CENSUS,2002,WASHINGTON,AG LAND, (D)
CENSUS,2002,ALLEGHANY,AG LAND,"1,265"
CENSUS,2002,ALLEGHANY,AG LAND,"5,189"
CENSUS,2002,ALLEGHANY,AG LAND,"11,671"
CENSUS,2002,ALLEGHANY,AG LAND,469
CENSUS,2002,ALLEGHANY,AG LAND, (D)
CENSUS,2002,ALLEGHANY,AG LAND,579
CENSUS,2002,ALLEGHANY,AG LAND, (D)
CENSUS,2002,ASHE,AG LAND,885
CENSUS,2002,ASHE,AG LAND,"7,377"
CENSUS,2002,ASHE,AG LAND,"13,209"
CENSUS,2002,ASHE,AG LAND,653
CENSUS,2002,ASHE,AG LAND,588
CENSUS,2002,ASHE,AG LAND, (D)
CENSUS,2002,ASHE,AG LAND, (D)
CENSUS,2002,AVERY,AG LAND,334
CENSUS,2002,AVERY,AG LAND,"3,581"
CENSUS,2002,AVERY,AG LAND,"6,024"
CENSUS,2002,AVERY,AG LAND,358
CENSUS,2002,AVERY,AG LAND,165
CENSUS,2002,AVERY,AG LAND,169
CENSUS,2002,CALDWELL,AG LAND,251
CENSUS,2002,CALDWELL,AG LAND, (D)
CENSUS,2002,CALDWELL,AG LAND, (D)
CENSUS,2002,CALDWELL,AG LAND,392
CENSUS,2002,CALDWELL,AG LAND,251
CENSUS,2002,SURRY,AG LAND,"1,021"
CENSUS,2002,SURRY,AG LAND,"9,522"
CENSUS,2002,SURRY,AG LAND,"28,804"
CENSUS,2002,SURRY,AG LAND,"1,562"
CENSUS,2002,SURRY,AG LAND,748
CENSUS,2002,SURRY,AG LAND, (D)
CENSUS,2002,SURRY,AG LAND, (D)
CENSUS,2002,WATAUGA,AG LAND,428
CENSUS,2002,WATAUGA,AG LAND,"4,314"
CENSUS,2002,WATAUGA,AG LAND,"4,073"
CENSUS,2002,WATAUGA,AG LAND,435
CENSUS,2002,WATAUGA,AG LAND,363
CENSUS,2002,WATAUGA,AG LAND,65
CENSUS,2002,WILKES,AG LAND,"1,163"
CENSUS,2002,WILKES,AG LAND,"8,874"
CENSUS,2002,WILKES,AG LAND,"20,772"
CENSUS,2002,WILKES,AG LAND,952
CENSUS,2002,WILKES,AG LAND,689
CENSUS,2002,WILKES,AG LAND,474
